23,2,38,16,13,1.2307692307692308,9,1,2,2,1,15,13,15,11,10,1,0,0,-12
27,6,53,14,11,1.2727272727272727,1,0,4,5,0,39,18,15,10,13,1,1,-1,11
25,4,37,10,9,1.1111111111111112,1,0,3,3,1,26,14,14,7,5,1,1,0,6
25,5,42,12,10,1.2,3,0,3,3,0,25,17,16,9,8,1,1,0,0
27,7,48,15,9,1.6666666666666667,2,0,4,5,0,29,14,12,14,15,1,1,-1,2
21,1,39,11,9,1.2222222222222223,0,0,3,3,0,26,10,8,12,13,1,1,0,11
14,8,34,15,14,1.0714285714285714,9,5,2,2,4,19,11,9,9,9,1,0,0,12
23,3,39,14,13,1.0769230769230769,5,1,2,2,0,23,13,14,8,7,1,0,0,-16
23,1,35,13,13,1.0,6,1,3,1,1,18,14,14,7,7,1,0,2,-13
16,8,32,14,8,1.75,3,0,2,2,0,13,8,8,11,10,1,1,0,-12
21,3,43,12,11,1.0909090909090908,0,1,3,3,0,29,11,8,12,14,1,1,0,-5
27,5,48,15,10,1.5,1,0,4,2,0,21,19,16,14,16,1,1,2,-2
25,7,35,10,9,1.1111111111111112,1,1,4,3,0,27,10,13,7,5,1,1,1,9
25,6,38,11,9,1.2222222222222223,2,0,3,3,0,23,16,13,7,8,1,1,0,-1
27,4,55,14,11,1.2727272727272727,1,0,3,4,1,45,15,15,11,13,1,1,-1,16
21,2,28,8,8,1.0,0,2,1,3,1,21,8,5,10,8,1,1,-2,12
32,8,29,14,13,1.0769230769230769,3,4,0,0,1,18,9,8,3,2,1,0,0,20
23,4,43,14,14,1.0,5,1,3,2,0,31,15,13,7,7,1,0,1,-11
21,6,41,12,9,1.3333333333333333,0,0,3,3,1,29,8,6,14,14,1,1,0,-4
25,2,33,10,8,1.25,1,0,1,4,1,28,9,9,6,5,1,1,-3,0
36,8,44,15,15,1.0,12,0,2,2,5,15,25,25,7,7,1,0,0,3
25,3,45,14,11,1.2727272727272727,2,1,2,4,1,31,13,15,9,8,1,1,-2,-11
27,1,48,14,11,1.2727272727272727,3,1,4,4,1,29,17,16,10,13,1,1,0,-4
12,8,37,14,11,1.2727272727272727,6,0,3,1,1,20,12,12,6,7,1,0,2,18
21,7,44,13,9,1.4444444444444444,0,1,3,3,0,26,8,7,19,20,1,1,0,17
23,5,36,13,13,1.0,6,1,2,1,1,18,14,15,9,8,1,0,1,-7
23,7,41,15,13,1.1538461538461537,7,0,2,2,0,30,13,14,8,9,1,0,0,-21
21,5,43,13,11,1.1818181818181819,0,0,2,2,0,28,8,7,15,15,1,1,0,7
27,3,44,15,10,1.5,3,0,2,3,1,24,14,13,11,15,1,1,-1,9
25,1,44,12,10,1.2,1,0,3,5,0,28,17,15,8,9,1,1,-2,-4
27,2,50,15,11,1.3636363636363635,3,0,3,5,1,34,14,12,15,13,1,1,-2,21
34,8,33,11,11,1.0,1,1,2,0,4,15,20,18,2,3,2,0,2,2
21,4,39,11,9,1.2222222222222223,0,0,3,4,0,30,9,7,11,13,1,1,-1,7
23,6,39,14,12,1.1666666666666667,6,0,4,2,1,22,13,13,10,10,1,0,2,-7
24,7,34,14,8,1.75,5,0,1,2,1,20,8,6,12,15,1,1,-1,19
26,5,27,14,9,1.5555555555555556,8,4,1,1,2,17,7,8,10,9,1,0,0,-24
22,1,34,16,7,2.2857142857142856,7,0,0,2,0,24,6,4,14,14,1,1,-2,-21
17,8,30,15,13,1.1538461538461537,11,2,1,0,1,13,11,12,5,5,1,0,1,2
33,8,28,5,13,0.38461538461538464,0,0,2,0,4,8,23,23,2,2,2,0,2,1
26,4,29,15,11,1.3636363636363635,9,6,1,1,3,15,8,9,10,9,1,0,0,-21
24,6,36,16,9,1.7777777777777777,8,0,2,1,1,23,8,8,13,15,1,1,1,20
24,4,33,15,8,1.875,8,0,2,1,1,19,7,6,12,14,1,1,1,21
26,6,29,14,9,1.5555555555555556,7,2,1,2,2,21,6,7,8,8,1,0,-1,-13
22,2,34,15,8,1.875,6,0,2,2,0,19,7,7,14,12,1,1,0,-14
31,8,27,10,12,0.8333333333333334,0,0,0,0,2,16,14,13,2,2,1,0,0,-12
22,3,33,14,9,1.5555555555555556,6,0,2,2,1,18,9,8,12,10,1,1,0,-17
15,8,36,15,10,1.5,5,3,2,3,2,23,12,11,9,8,1,0,-1,2
26,7,28,13,10,1.3,6,5,1,2,3,19,7,9,9,7,1,0,-1,-25
24,5,28,14,7,2.0,7,0,2,2,1,8,7,7,14,14,1,1,0,5
24,1,36,15,10,1.5,6,0,3,2,1,15,10,10,13,15,1,1,1,20
11,8,26,13,7,1.8571428571428572,8,2,1,1,2,15,8,6,10,11,1,0,0,19
26,3,22,12,8,1.5,8,4,1,1,4,10,6,8,9,8,1,0,0,-11
22,7,37,15,10,1.5,7,0,2,2,1,24,10,10,13,10,1,1,0,-16
22,6,39,15,11,1.3636363636363635,7,0,2,3,1,18,13,12,13,14,1,1,-1,-14
26,2,24,13,9,1.4444444444444444,8,5,1,1,4,13,7,8,9,8,1,0,0,-20
35,8,40,14,13,1.0769230769230769,4,1,1,1,3,15,22,24,3,2,2,0,0,-1
24,2,33,14,8,1.75,5,0,2,4,1,16,7,7,15,15,1,1,-2,17
37,8,48,9,17,0.5294117647058824,0,0,7,1,2,31,17,17,9,7,2,0,6,11
22,4,35,14,9,1.5555555555555556,5,0,2,2,1,29,6,8,11,10,1,1,0,-17
22,5,34,13,10,1.3,6,0,3,1,1,16,12,11,13,11,1,1,2,-10
26,1,25,13,9,1.4444444444444444,9,4,2,1,3,13,8,9,9,8,1,0,1,-12
13,8,39,15,13,1.1538461538461537,7,2,4,2,2,15,19,14,4,6,1,0,2,28
24,3,30,14,7,2.0,7,0,1,1,1,22,5,5,11,12,1,1,0,15
37,4,35,7,16,0.4375,0,2,5,0,2,14,19,20,2,3,2,0,5,8
11,7,22,12,7,1.7142857142857142,7,3,1,1,3,11,7,5,9,10,1,0,0,17
35,6,36,15,13,1.1538461538461537,3,2,1,0,3,12,18,19,4,3,2,0,1,1
13,5,32,13,11,1.1818181818181819,7,2,2,1,2,10,15,14,8,9,1,0,1,23
15,3,34,13,9,1.4444444444444444,7,0,3,2,2,13,18,18,8,8,1,0,1,11
17,1,26,12,11,1.0909090909090908,7,3,1,0,1,14,11,11,5,6,1,0,1,13
22,8,42,16,12,1.3333333333333333,8,0,2,2,1,24,12,14,12,13,1,1,0,-14
31,2,31,13,13,1.0,2,1,0,0,0,23,11,11,2,3,1,0,0,7
31,3,26,13,10,1.3,3,1,0,0,0,19,7,6,2,3,1,0,0,17
33,1,26,2,13,0.15384615384615385,0,0,2,0,4,0,26,26,2,2,2,0,2,0
15,2,33,12,8,1.5,5,0,3,2,2,15,16,16,8,6,1,0,1,5
13,4,32,13,11,1.1818181818181819,6,1,1,1,2,10,13,14,7,6,1,0,0,22
35,7,41,14,14,1.0,2,1,2,0,2,12,24,23,4,3,2,0,2,9
11,6,26,14,7,2.0,10,2,1,1,3,12,8,6,10,12,1,0,0,21
37,5,41,9,15,0.6,1,0,5,1,3,27,18,20,5,6,2,0,4,6
11,4,24,14,7,2.0,10,3,1,1,4,9,8,6,12,13,1,0,0,-9
37,7,44,9,15,0.6,0,0,6,1,2,31,16,14,5,6,2,0,5,-3
13,6,41,14,10,1.4,4,0,3,3,1,23,16,15,5,9,1,0,0,17
35,5,44,13,16,0.8125,0,4,2,0,4,21,27,28,3,3,2,0,2,3
33,3,27,3,14,0.21428571428571427,0,1,3,0,4,0,26,26,2,2,2,0,3,1
31,1,31,12,14,0.8571428571428571,0,3,0,0,1,21,13,13,1,2,1,0,0,-6
17,2,25,12,10,1.2,7,2,1,0,1,15,9,10,6,6,1,0,1,8
17,3,28,12,13,0.9230769230769231,7,2,1,0,1,12,13,13,3,4,1,0,1,-1
15,1,35,13,9,1.4444444444444444,7,0,3,2,2,17,17,18,8,9,1,0,1,9
33,2,29,4,15,0.26666666666666666,0,2,3,0,4,4,26,26,2,2,2,0,3,7
35,4,40,15,14,1.0714285714285714,0,2,1,0,2,17,21,22,3,3,2,0,1,15
13,7,46,15,12,1.25,6,1,5,4,2,28,17,19,7,10,1,0,1,35
37,6,38,8,15,0.5333333333333333,0,0,5,0,3,21,17,18,3,3,2,0,5,22
11,5,28,14,8,1.75,7,3,1,1,3,13,8,6,11,12,1,0,0,22
11,1,29,16,7,2.2857142857142856,10,0,1,1,3,12,7,7,11,12,1,0,0,25
24,8,32,14,8,1.75,6,0,1,1,1,19,8,6,12,14,1,1,0,22
37,2,46,7,17,0.4117647058823529,0,0,6,0,0,36,18,21,3,3,2,0,6,16
13,3,39,15,12,1.25,6,1,3,2,2,23,15,15,7,9,1,0,1,40
33,6,27,2,15,0.13333333333333333,0,3,2,0,4,0,27,27,2,2,2,0,2,-2
15,5,31,13,8,1.625,8,1,2,2,2,12,16,15,9,8,1,0,0,3
31,4,27,13,12,1.0833333333333333,3,1,0,0,1,14,10,9,1,3,1,0,0,4
17,7,30,15,11,1.3636363636363635,8,3,2,0,1,15,10,10,8,9,1,0,2,13
17,6,31,14,13,1.0769230769230769,8,5,1,0,1,19,11,12,7,7,1,0,1,21
31,5,30,13,12,1.0833333333333333,1,1,0,0,1,25,10,10,1,2,1,0,0,10
15,4,30,12,7,1.7142857142857142,6,0,3,3,2,17,14,14,8,7,1,0,0,18
33,7,27,3,13,0.23076923076923078,0,0,2,0,4,4,25,25,2,2,2,0,2,10
35,1,41,13,14,0.9285714285714286,1,1,1,0,4,12,27,26,3,3,2,0,1,-1
13,2,40,13,11,1.1818181818181819,3,0,3,3,2,23,18,16,5,7,1,0,0,27
37,3,46,8,16,0.5,1,0,7,1,1,32,18,19,5,4,2,0,6,0
37,1,41,9,15,0.6,1,0,5,0,1,27,17,16,4,5,2,0,5,15
11,2,24,13,7,1.8571428571428572,8,2,1,2,3,10,8,6,9,11,1,0,-1,20
35,3,44,15,13,1.1538461538461537,2,1,1,2,2,25,19,19,4,3,2,0,-1,4
15,6,34,14,9,1.5555555555555556,8,1,3,2,2,15,17,16,8,7,1,0,1,10
33,5,28,3,15,0.2,0,2,3,0,4,0,27,27,2,2,2,0,3,1
17,4,28,14,14,1.0,9,6,2,0,1,11,11,12,5,5,1,0,2,8
31,7,24,11,11,1.0,1,1,0,0,2,14,10,10,1,2,1,0,0,6
31,6,25,11,12,0.9166666666666666,3,1,1,0,1,8,13,12,3,3,1,0,1,10
17,5,28,13,13,1.0,8,3,1,0,1,15,9,12,5,3,1,0,1,2
33,4,26,2,13,0.15384615384615385,0,0,2,0,4,0,26,26,2,2,2,0,2,0
15,7,37,14,9,1.5555555555555556,5,0,3,3,2,22,16,16,9,6,1,0,0,3
13,1,36,13,10,1.3,5,2,2,3,2,21,15,15,5,9,1,0,-1,39
26,8,28,14,9,1.5555555555555556,8,3,1,2,4,20,7,8,9,8,1,0,-1,-26
35,2,36,13,13,1.0,2,1,1,0,4,7,23,23,3,2,2,0,1,5
11,3,25,13,7,1.8571428571428572,7,2,1,1,2,13,7,5,11,13,1,0,0,12
16,2,34,14,9,1.5555555555555556,6,0,2,2,1,17,11,9,9,8,1,1,0,-8
32,3,28,13,12,1.0833333333333333,0,2,0,0,1,24,7,6,2,2,1,0,0,28
12,6,38,13,11,1.1818181818181819,5,1,2,3,0,25,13,14,4,6,1,0,-1,18
34,5,28,13,11,1.1818181818181819,1,2,0,0,4,4,16,15,2,4,2,0,0,-5
36,7,43,15,16,0.9375,13,2,2,0,6,11,25,25,7,7,1,0,2,10
36,6,45,15,15,1.0,11,0,2,2,5,17,26,25,6,9,1,0,0,5
34,4,38,12,12,1.0,1,1,2,0,3,23,21,21,2,3,2,0,2,-1
12,7,34,14,11,1.2727272727272727,6,2,1,1,2,7,14,14,9,10,1,0,0,20
14,1,32,15,10,1.5,9,3,2,3,4,20,6,6,13,12,1,0,-1,0
21,8,44,14,11,1.2727272727272727,0,1,2,2,0,18,10,10,18,20,1,1,0,-2
32,2,22,12,11,1.0909090909090908,4,2,0,0,1,7,9,8,2,3,1,0,0,13
16,3,34,13,10,1.3,4,0,2,1,1,20,11,11,8,7,1,1,1,-9
16,1,40,15,11,1.3636363636363635,6,0,4,1,1,25,12,11,8,9,1,1,3,-4
23,8,46,15,14,1.0714285714285714,5,0,4,3,0,29,14,15,11,10,1,0,1,-3
14,3,28,12,10,1.2,6,2,1,1,3,16,8,8,7,6,1,0,0,3
34,6,33,11,11,1.0,3,1,3,0,3,11,21,20,2,4,2,0,3,-3
12,5,40,14,11,1.2727272727272727,4,1,2,2,1,23,16,13,4,8,1,0,0,14
36,4,43,13,14,0.9285714285714286,7,0,2,1,4,19,23,22,5,6,1,0,1,8
36,5,39,12,13,0.9230769230769231,8,0,4,3,6,22,18,19,7,6,1,0,1,10
12,4,35,14,11,1.2727272727272727,6,1,1,2,1,21,10,10,7,8,1,0,-1,19
34,7,36,12,12,1.0,0,1,2,0,2,15,22,21,3,3,2,0,2,-13
32,1,26,13,13,1.0,3,4,0,0,1,14,9,10,3,1,1,0,0,3
14,2,28,13,13,1.0,8,7,1,1,4,8,10,8,9,9,1,0,0,-21
16,4,43,14,10,1.4,3,0,4,2,1,35,13,14,9,7,1,1,2,-7
14,6,32,14,13,1.0769230769230769,8,5,1,1,4,12,11,9,10,10,1,0,0,-1
32,5,24,13,12,1.0833333333333333,4,2,0,0,1,7,9,10,3,1,1,0,0,11
34,3,36,9,12,0.75,0,1,2,1,3,18,24,23,3,3,2,0,1,-5
36,1,43,14,15,0.9333333333333333,9,2,2,1,5,19,24,22,5,7,1,0,1,4
12,1,35,14,11,1.2727272727272727,5,2,2,2,2,12,13,13,10,9,1,0,0,22
27,8,49,16,11,1.4545454545454546,1,0,4,3,1,27,15,14,12,14,1,1,1,13
