34,2,35,12,13,0.9230769230769231,0,2,1,0,3,10,22,22,2,3,2,0,1,19
32,4,26,13,11,1.1818181818181819,2,3,0,0,1,22,7,6,2,2,1,0,0,14
14,7,34,16,11,1.4545454545454546,9,2,2,2,4,17,10,8,11,11,1,0,0,7
16,5,36,15,8,1.875,5,0,2,5,0,30,7,6,10,9,1,1,-3,5
16,7,33,13,8,1.625,2,0,1,2,1,22,9,5,8,7,1,1,-1,-5
32,6,27,15,13,1.1538461538461537,5,4,0,0,2,14,7,9,3,1,1,0,0,8
14,5,27,13,11,1.1818181818181819,9,3,1,1,4,11,9,6,6,7,1,1,0,13
12,3,32,13,10,1.3,6,1,2,2,0,17,13,12,5,6,1,0,0,17
25,8,39,11,11,1.0,1,0,2,3,1,26,15,15,7,4,1,1,-1,-1
36,2,36,12,13,0.9230769230769231,7,1,3,2,6,13,18,19,7,6,1,0,1,23
36,3,41,14,14,1.0,10,1,3,2,5,18,21,22,8,7,1,0,1,4
34,1,38,11,12,0.9166666666666666,0,0,2,2,3,18,24,24,2,3,2,0,0,14
12,2,28,12,12,1.0,8,5,2,0,1,4,14,13,7,6,1,0,2,34
14,4,27,12,11,1.0909090909090908,7,4,1,1,4,15,9,6,7,8,1,0,0,2
32,7,30,15,14,1.0714285714285714,4,5,0,0,1,16,9,10,4,4,1,0,0,25
16,6,32,14,7,2.0,5,0,1,3,1,17,7,10,11,10,1,1,-2,-10
